fid,Species,plant_id,plot_id,aggplot_id,site,mean-HEIGHTS06-05-2024,HEIGHTS06-05-2024,mean-HEIGHTS08-30-2024,HEIGHTS08-30-2024,mean-HEIGHTS07-31-2024,HEIGHTS07-31-2024,mean-HEIGHTS08-09-2022,HEIGHTS08-09-2022,mean-HEIGHTS07-18-2024,HEIGHTS07-18-2024,mean-HEIGHTS06-05-2023,HEIGHTS06-05-2023,mean-HEIGHTS06-10-2022,HEIGHTS06-10-2022,mean-HEIGHTS09-09-2022,HEIGHTS09-09-2022,mean-HEIGHTS07-16-2024,HEIGHTS07-16-2024,mean-HEIGHTS08-29-2022,HEIGHTS08-29-2022,mean-HEIGHTS07-27-2023,HEIGHTS07-27-2023,mean-HEIGHTS07-19-2022,HEIGHTS07-19-2022,mean-HEIGHTS11-17-2023,HEIGHTS11-17-2023,mean-HEIGHTS07-08-2022,HEIGHTS07-08-2022,mean-HEIGHTS05-11-2023,HEIGHTS05-11-2023,mean-HEIGHTS07-06-2023,HEIGHTS07-06-2023,mean-HEIGHTS09-26-2022,HEIGHTS09-26-2022,mean-HEIGHTS09-26-2023,HEIGHTS09-26-2023,mean-HEIGHTS07-11-2024,HEIGHTS07-11-2024,mean-HEIGHTS06-21-2023,HEIGHTS06-21-2023,mean-HEIGHTS06-25-2024,HEIGHTS06-25-2024,mean-HEIGHTS05-03-2023,HEIGHTS05-03-2023,mean-HEIGHTS07-26-2023,HEIGHTS07-26-2023,mean-HEIGHTS10-30-2023,HEIGHTS10-30-2023
2786,Bluebunch Wheatgrass,21MVPS01589,1589,398,Millville,0.041868426,0.030796602,,,,,0.025922539,0.028576177,,,0.036794156,0.028889081,0.022804057,0.022160424,0.023336479,0.02393223,0.014639931,0.013471195,0.02100271,0.019923355,0.015676159,0.014401763,0.016803129,0.015354836,0.056423411,0.050585523,0.020075016,0.021370616,0.022828169,0.018620046,0.018538391,0.017916311,0.029796045,0.028489651,0.029671153,0.027192047,0.017720275,0.01712402,0.080419414,0.049322814,0.012649579,0.010967515,0.020494362,0.017487615,0.012121727,0.010839866,0.047799014,0.040382985
2787,Bluebunch Wheatgrass,21MVPS01590,1590,398,Millville,0.030992111,0.029643562,,,,,0.023932036,0.020225599,,,0.107936367,0.114076287,0.029365828,0.032700531,0.032789275,0.030519979,0.018904528,0.01111578,0.019571988,0.017485781,0.010719967,0.005489592,0.015766529,0.020026363,0.048417944,0.048727121,0.028168485,0.030916601,0.041666813,0.040046182,0.010047534,0.00868731,0.037794381,0.033964559,0.021635534,0.01759189,0.023064034,0.024160698,0.132386729,0.138313562,0.021318745,0.019428251,0.029226724,0.028694659,0.008098682,0.010409628,0.048573624,0.045312095
2788,Bluebunch Wheatgrass,21MVPS01591,1591,398,Millville,0.042381756,0.034384735,,,,,0.016177328,0.018313222,,,0.034454212,0.023272222,0.019292263,0.019153429,0.019052774,0.020427223,0.013566703,0.011708855,0.013027814,0.010281796,0.008170695,0.009671085,0.014670652,0.01529496,0.047856573,0.048155781,0.01585569,0.011893123,0.014186512,0.014601694,0.009488536,0.009994292,0.019817144,0.016554965,0.016641017,0.017018516,0.01971692,0.019559437,0.029219599,0.024171038,0.021418767,0.012760016,0.010207307,0.009167024,0.008185571,0.009027081,0.034798197,0.03486345
2789,Bluebunch Wheatgrass,21MVPS01592,1592,398,Millville,0.057908569,0.05981065,,,,,0.01484269,0.013313207,,,0.015644558,0.016674384,0.013627476,0.013721973,0.015683033,0.016840218,0.031835791,0.019991677,0.012998797,0.014953613,0.011123525,0.012557928,0.011915418,0.011515299,0.0411846,0.041072637,0.010180735,0.01047322,0.016578922,0.018272284,0.005124026,0.007500798,0.013690241,0.014412504,0.015592859,0.015164841,0.028826369,0.023808038,0.014789639,0.014979731,0.030995356,0.029839696,0.016704295,0.017286304,0.010675688,0.012891673,0.043687202,0.040528201
2790,Bluebunch Wheatgrass,21MVPS01593,1593,399,Millville,0.141580999,0.151818052,,,,,0.017034894,0.019386612,,,0.091529466,0.086999997,0.012779853,0.012192836,0.023136584,0.021063996,0.122072794,0.133509114,0.015512697,0.01579736,0.019680386,0.018908054,0.015435237,0.013947137,0.10388492,0.111013226,0.015428456,0.015849609,0.038745735,0.033747431,0.100493938,0.110119991,0.032102574,0.03142181,0.083792396,0.086749814,0.099323265,0.094558962,0.071820974,0.067566358,0.077475145,0.07355085,0.03326967,0.033022851,0.019926822,0.02045339,0.107537538,0.109768808
2791,Bluebunch Wheatgrass,21MVPS01594,1594,399,Millville,0.138113186,0.133446231,,,,,0.016843626,0.01894301,,,0.049122497,0.037449945,0.007841408,0.009895434,0.019771397,0.018027805,0.111066051,0.112069391,0.014404649,0.014469018,0.014697876,0.014294403,0.015260641,0.013795813,0.1028715,0.114572108,0.012094195,0.012373718,0.024771327,0.024658006,0.103168771,0.119676985,0.024639511,0.02135353,0.063434161,0.062253628,0.058912501,0.055974867,0.048532128,0.044570997,0.060093958,0.062879212,0.018924898,0.017321264,0.014538724,0.01505707,0.109063707,0.118504919
2792,Bluebunch Wheatgrass,23BCPS00352,352,88,BlueCreek,,,0.018740451,0.01975105,0.031565152,0.034232579,,,0.016317945,0.016008934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,Bluebunch Wheatgrass,21MVPS01595,1595,399,Millville,0.104841039,0.08420416,,,,,0.012801961,0.011041543,,,0.032868594,0.028279711,0.005864175,0.005681368,0.010820496,0.00661514,0.075279102,0.057422537,0.009768299,0.007329677,0.009746843,0.009372752,0.006543628,0.003268967,0.069940872,0.074505128,0.009516325,0.012866673,0.022230469,0.017238874,0.076572753,0.078201927,0.015026732,0.013303909,0.043182787,0.046180792,0.036346525,0.031753894,0.038168408,0.028319616,0.047143139,0.037334163,0.019618919,0.016911335,0.010538893,0.012986477,0.071548551,0.068844028
2794,Bluebunch Wheatgrass,21MVPS01596,1596,399,Millville,0.052816149,0.050062194,,,,,0.005940909,0.008104278,,,0.021801149,0.021956481,0.007704879,0.01159668,0.008316305,0.012191583,0.037029754,0.031294171,0.005113618,0.00979639,0.011181419,0.014532322,0.00716185,0.008585612,0.016665317,0.017327268,0.005515868,0.009121165,0.020768944,0.020979535,0.029575776,0.03036782,0.002925617,0.007229754,0.015236888,0.014934759,0.028965386,0.027512111,0.069344841,0.04488644,0.022622665,0.021894313,0.024103412,0.024238518,0.00796246,0.010232396,0.017834779,0.018091479
2795,Bluebunch Wheatgrass,21MVPS01597,1597,400,Millville,0.045448858,0.031170228,,,,,0.01504203,0.015621132,,,0.035330869,0.038074344,0.00688607,0.008232411,0.012787945,0.011230995,0.016320009,0.014160048,0.01124768,0.010619981,0.022549413,0.022299577,0.017211294,0.0185198,0.047330968,0.045605816,0.009351077,0.009217693,0.02537105,0.024103349,0.022639571,0.020571111,0.014186172,0.0125021,0.017266439,0.016078576,0.027081424,0.027250428,0.032984287,0.034816135,0.027969588,0.024346571,0.028642265,0.02447114,0.020747336,0.019917,0.031800974,0.02054611
2796,Bluebunch Wheatgrass,21MVPS01598,1598,400,Millville,0.048670981,0.042623941,,,,,0.011685844,0.011834797,,,0.027961561,0.032279287,0.010286954,0.009292928,0.013412551,0.013553922,0.024021467,0.012396259,0.014006985,0.015502831,0.02561778,0.024879338,0.017240942,0.017048281,0.044671509,0.036578126,0.011829479,0.009217545,0.025987413,0.02335963,0.031955861,0.024869246,0.017996376,0.015626116,0.014698844,0.009722007,0.029965937,0.029632417,0.024265509,0.022655139,0.030469738,0.020903133,0.029334677,0.02783614,0.022117969,0.022796417,0.041980639,0.030875131
2797,Bluebunch Wheatgrass,21MVPS01599,1599,400,Millville,0.048922248,0.046505526,,,,,0.00604429,0.007529668,,,0.023311693,0.026421122,0.011281857,0.011128752,0.012856504,0.014923565,0.018016757,0.018558173,0.01074775,0.010708867,0.012515472,0.01180562,0.006749248,0.004657789,0.043686133,0.035483059,0.010499967,0.009564882,0.021540971,0.020809101,0.02557769,0.022465022,0.016148761,0.016154211,0.016865579,0.017437939,0.021358451,0.02382802,0.017315479,0.016202593,0.035147261,0.034051407,0.02444593,0.019913126,0.019019142,0.019996356,0.038910147,0.024661511
2798,Bluebunch Wheatgrass,21MVPS01600,1600,400,Millville,0.039553639,0.036698513,,,,,0.013372331,0.013956705,,,0.029604604,0.032028463,0.005959797,0.008616889,0.010370521,0.013549805,0.023763524,0.01833231,0.004379736,0.005655925,0.014801529,0.015360327,0.006118269,0.009907545,0.036999103,0.032067843,0.011618708,0.014699051,0.028076071,0.028668499,0.023122437,0.023504272,0.012776135,0.014085436,0.013756857,0.014658159,0.027210006,0.024234086,0.054599456,0.037359238,0.02760349,0.022167211,0.028566055,0.028863419,0.024793098,0.024428628,0.036901757,0.032197177
2799,Bluebunch Wheatgrass,21MVPS01601,1601,401,Millville,0.052216366,0.04460505,,,,,0.017987933,0.017870029,,,0.037748303,0.036296278,0.013692669,0.012602725,0.013328832,0.012701451,0.059041299,0.035372008,0.019133054,0.013870412,0.020105008,0.018988429,0.01958927,0.016033601,0.081045508,0.088998713,0.017126009,0.018905282,0.015226202,0.01537433,0.017038401,0.014842627,0.023342859,0.027199358,0.042334225,0.044242185,0.052581143,0.051932149,0.013909116,0.012220028,0.057777949,0.052402105,0.011796922,0.012587316,0.018021459,0.01734503,0.078102,0.08990901
2800,Bluebunch Wheatgrass,21MVPS01602,1602,401,Millville,0.051139612,0.044656355,,,,,0.020609474,0.021754567,,,0.016271824,0.015395734,0.011330074,0.010563979,0.024797512,0.025639299,0.068765201,0.065645121,0.025251029,0.027442096,0.013483926,0.013917104,0.021897018,0.018070929,0.054804821,0.051152449,0.021765621,0.021509143,0.012783692,0.013437584,0.011901351,0.010749094,0.031250406,0.033883721,0.024745362,0.021046575,0.059856437,0.052080486,0.021141151,0.020085044,0.046422068,0.036650393,0.015308951,0.01646444,0.017191814,0.016033117,0.050486539,0.05328621
2801,Bluebunch Wheatgrass,21MVPS01603,1603,401,Millville,0.023331238,0.019518182,,,,,0.02335915,0.025567947,,,0.010104795,0.010580579,0.019680908,0.020385578,0.036043271,0.03872624,0.029134754,0.031157842,0.03242483,0.035323061,0.014590995,0.01556507,0.029884994,0.030957872,0.051346648,0.051755849,0.01854592,0.019466365,0.013548927,0.014058589,0.020940019,0.01788572,0.039387885,0.043027911,0.019743407,0.018355012,0.043454103,0.032407142,0.020616345,0.018737501,0.031219244,0.030778272,0.017637974,0.01677634,0.017140549,0.017061172,0.049107652,0.051640805
2802,Bluebunch Wheatgrass,21MVPS01604,1604,401,Millville,0.020251984,0.020582102,,,,,0.022756139,0.022029938,,,0.027321694,0.027400954,0.021342108,0.021523753,0.048552901,0.050840996,0.020523148,0.02252779,0.038863309,0.041850392,0.019526247,0.019978764,0.028922072,0.031021567,0.047423568,0.049340229,0.022948718,0.024551684,0.0209394,0.022102565,0.026348021,0.024369501,0.050114833,0.053029712,0.023513908,0.023960063,0.028913656,0.028315568,0.045633901,0.037107278,0.036347728,0.038246132,0.010943627,0.011731935,0.025228774,0.025240116,0.046055585,0.047240816
2803,Bluebunch Wheatgrass,23BCPS00353,353,89,BlueCreek,,,0.006074987,0.005591746,0.047833901,0.050341293,,,0.000836372,0.002341932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,Bluebunch Wheatgrass,21MVPS01605,1605,402,Millville,0.042119879,0.038442049,,,,,0.029217586,0.027072195,,,0.040297661,0.031826749,0.0078562,0.005565613,0.024790628,0.018390333,0.009095905,0.009342399,0.032436233,0.036900263,0.011389967,0.010732217,0.029455399,0.034188077,0.052348167,0.05260928,0.019566689,0.018928379,0.014870121,0.015575434,0.011160771,0.010556758,0.017120386,0.016654519,0.024792852,0.023274049,0.017039778,0.01705024,0.029250652,0.027719017,0.033486258,0.035076972,0.007071725,0.008035449,0.012193469,0.012547211,0.049513809,0.052089084
2805,Bluebunch Wheatgrass,21MVPS01606,1606,402,Millville,0.042137317,0.042231273,,,,,0.019694755,0.016467841,,,0.018106626,0.014794249,0.01464274,0.01275584,0.01813584,0.01734989,0.018719096,0.020196022,0.026101351,0.026494307,0.01017585,0.010940045,0.022955915,0.023449861,0.059370577,0.068194799,0.019477386,0.018337535,0.014808245,0.015258599,0.015915772,0.010256869,0.020135943,0.017691849,0.026854124,0.029368792,0.024468979,0.029689286,0.018198704,0.016949927,0.029104417,0.030342527,0.015359082,0.014362554,0.017659042,0.017789446,0.054851629,0.059165191
2806,Bluebunch Wheatgrass,21MVPS01607,1607,402,Millville,0.053081028,0.049334858,,,,,0.019189771,0.018492293,,,0.026756637,0.017015459,0.015267954,0.016354529,0.031760618,0.028722132,0.020974366,0.020553654,0.022083294,0.023064381,0.011604782,0.013347345,0.024618551,0.025882073,0.058161717,0.059186898,0.01787582,0.019060731,0.018355165,0.016929315,0.07090243,0.057741418,0.037133861,0.028631248,0.034748022,0.028738607,0.051241547,0.048215926,0.034326203,0.02788499,0.044287264,0.033977754,0.017180042,0.015701905,0.017934194,0.017477097,0.093420513,0.092872746
2807,Bluebunch Wheatgrass,21MVPS01608,1608,402,Millville,0.066792198,0.058508422,,,,,0.03730699,0.036519852,,,0.068965115,0.057293359,0.015484173,0.013706988,0.076020487,0.067686297,0.017183824,0.013839128,0.051536717,0.047761519,0.018867262,0.018694924,0.051384188,0.052331496,0.02503036,0.027814144,0.023863299,0.024251057,0.032398004,0.030170305,0.086002551,0.082583934,0.072044261,0.044318575,0.047517221,0.047053725,0.050873946,0.049981613,0.095350839,0.080668055,0.048137922,0.04539559,0.027125923,0.021834858,0.022280991,0.021479854,0.085273497,0.082244843
2808,Bluebunch Wheatgrass,21MVPS01609,1609,403,Millville,0.067168035,0.055839404,,,,,0.023537958,0.027001655,,,0.054401442,0.048241403,0.012869424,0.012551634,0.027878957,0.02669684,0.037529204,0.026779871,0.029706592,0.029926997,0.010969603,0.01164674,0.022574127,0.021554185,0.057969421,0.055771481,0.016646335,0.016856719,0.026441617,0.026666353,0.023405578,0.01584263,0.033180285,0.037006591,0.029584823,0.030068485,0.056546133,0.05770788,0.058791708,0.056568265,0.046931926,0.042265046,0.017776567,0.016918655,0.016411532,0.017139208,0.044352315,0.044331245
2809,Bluebunch Wheatgrass,21MVPS01610,1610,403,Millville,0.037156232,0.03418183,,,,,0.027049918,0.028271198,,,0.022771779,0.020906322,0.01521265,0.018764861,0.031056022,0.03339161,0.047916476,0.038104579,0.030084601,0.030451888,0.016203275,0.016802846,0.024707641,0.024435306,0.059268851,0.055066261,0.018287428,0.017409855,0.021530494,0.018320039,0.024205318,0.016604876,0.027976669,0.03088917,0.020783121,0.021296002,0.060175136,0.057294551,0.035124328,0.035431586,0.033905685,0.033929091,0.015016099,0.012752676,0.021945208,0.024721107,0.054711528,0.049107544
2810,Bluebunch Wheatgrass,21MVPS01611,1611,403,Millville,0.047459397,0.05101759,,,,,0.025109651,0.02676787,,,0.020891286,0.019882321,0.024205694,0.024760274,0.03038059,0.03032285,0.051693954,0.040080924,0.026683686,0.02890951,0.018711619,0.019363381,0.023999112,0.025355168,0.060650799,0.052873626,0.021706162,0.024320249,0.019473758,0.017841477,0.020610966,0.018960515,0.025696389,0.030203393,0.028939251,0.025338024,0.056611173,0.060228135,0.027051387,0.025839658,0.040642414,0.037456222,0.020301634,0.014620265,0.022252996,0.022904713,0.078376569,0.080137536
2811,Bluebunch Wheatgrass,21MVPS01612,1612,403,Millville,0.046180569,0.047899552,,,,,0.029970864,0.028365903,,,0.042811014,0.039732434,0.023319265,0.023214744,0.049497239,0.043176066,0.042767078,0.033801991,0.031326439,0.031440452,0.01993487,0.0198955,0.028619105,0.029666396,0.035983358,0.036005471,0.022148658,0.024516033,0.028465794,0.028610606,0.017042449,0.014379889,0.047694568,0.042806163,0.047008041,0.045590926,0.039281867,0.031393196,0.052410997,0.045478713,0.044042487,0.043156337,0.026085803,0.026186541,0.023846982,0.024783101,0.06960424,0.067785919
2812,Bluebunch Wheatgrass,21MVPS01613,1613,404,Millville,0.046407398,0.041609138,,,,,0.019691672,0.019158395,,,0.050195336,0.039242338,0.014399017,0.014928156,0.036016166,0.039149862,0.014403954,0.01550143,0.025970604,0.025257295,0.012275538,0.012623834,0.019670144,0.01732035,0.092200108,0.09619315,0.011501206,0.010516701,0.020365322,0.020906076,0.009275924,0.007930437,0.029151954,0.030725053,0.033383355,0.032589372,0.04741941,0.046736356,0.045974728,0.035452262,0.035039131,0.032414686,0.022811111,0.022205332,0.017883416,0.018455027,0.087432548,0.093980044
2813,Bluebunch Wheatgrass,21MVPS01614,1614,404,Millville,0.08410161,0.073841147,,,,,0.018907011,0.018533178,,,0.027864879,0.026322652,0.013193863,0.014731926,0.025359001,0.025310224,0.036458638,0.020088796,0.019609135,0.023386648,0.008588195,0.011253772,0.019016277,0.018669473,0.081066109,0.08036191,0.015195,0.016200738,0.01901033,0.01684181,0.008241804,0.002668378,0.027010253,0.021534605,0.03940241,0.038150087,0.067140594,0.055792108,0.023753893,0.024257008,0.043039922,0.043043938,0.019927766,0.021201104,0.015391174,0.015905298,0.07800997,0.078929462
2814,Bluebunch Wheatgrass,23BCPS00354,354,89,BlueCreek,,,0.008691665,0.010088205,0.05083818,0.05123508,,,0.004714688,0.006151098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,Bluebunch Wheatgrass,21MVPS01615,1615,404,Millville,0.074546434,0.065723792,,,,,0.009838558,0.008734315,,,0.016757883,0.019169809,0.012413883,0.011894788,0.013165488,0.010319526,0.03220715,0.026130339,0.012216884,0.008852854,0.012999378,0.014924372,0.011798876,0.012217439,0.060786322,0.059672069,0.009896746,0.012015902,0.017873418,0.01524242,0.007915767,0.006157535,0.01488255,0.014047356,0.017237326,0.017474387,0.056451574,0.055603951,0.022014147,0.017199989,0.043476317,0.042515289,0.014435351,0.016340053,0.016164374,0.016978089,0.057924815,0.056922313
2816,Bluebunch Wheatgrass,21MVPS01616,1616,404,Millville,0.089788064,0.085954092,,,,,0.01072372,0.014363607,,,0.041389402,0.032875154,0.013957122,0.013798207,0.006941746,0.008589442,0.057660077,0.037299644,0.010996537,0.013124936,0.018138705,0.018559584,0.0103496,0.012058159,0.051836614,0.049715117,0.008505094,0.010945639,0.024029693,0.023443656,0.042125192,0.043678407,0.013943309,0.015725963,0.019902736,0.017568026,0.046433326,0.044385802,0.06736774,0.045994259,0.060070381,0.056353476,0.01885942,0.019539459,0.015115745,0.016518844,0.044702917,0.040824037
2817,Bluebunch Wheatgrass,21MVPS01617,1617,405,Millville,0.013718219,0.01389141,,,,,0.012654874,0.008633636,,,0.042890038,0.021021381,0.007636827,0.00985976,0.017347418,0.014718596,0.023032295,0.024594208,0.027067253,0.027327651,0.013075035,0.009603773,0.01192931,0.011174422,0.068981074,0.071679018,0.007578351,0.009209765,0.01810359,0.018510086,0.035380118,0.036248393,0.024773158,0.023028404,0.016796134,0.014434231,0.017868618,0.017109357,0.04711144,0.032286353,0.016784519,0.013616165,0.009175562,0.010549324,0.015789015,0.015841909,0.069847256,0.075072438
2818,Bluebunch Wheatgrass,21MVPS01618,1618,405,Millville,0.015406176,0.014268853,,,,,0.023072382,0.018888753,,,0.027241411,0.014342885,0.004979945,0.009562175,0.01809426,0.01723852,0.010144633,0.010642346,0.02059304,0.023617253,0.009790641,0.009762071,0.014064516,0.014686952,0.064021289,0.067032494,0.005236101,0.006334019,0.013828308,0.015008955,0.029197043,0.026811838,0.016948506,0.011720763,0.009317451,0.006699037,0.023721298,0.020166259,0.151344329,0.102185562,0.015179185,0.01398829,0.021408901,0.020137023,0.007346211,0.008423947,0.066560693,0.070185892
2819,Bluebunch Wheatgrass,21MVPS01619,1619,405,Millville,0.007683495,0.00864128,,,,,0.035299532,0.030943112,,,0.156947985,0.174778864,0.009977606,0.009653234,0.049903743,0.030065721,0.019035963,0.021098351,0.03513689,0.031975634,0.010405078,0.00929075,0.017802449,0.018101048,0.056023013,0.054109361,0.011467775,0.013412518,0.059567198,0.057581332,0.004929926,0.0043279,0.074948348,0.073485091,0.031142745,0.027757661,0.015398032,0.011629775,0.207325175,0.198568836,0.017715478,0.01571265,0.037421193,0.034697257,0.004881309,0.005519419,0.063321903,0.057606127
2820,Bluebunch Wheatgrass,21MVPS01620,1620,405,Millville,0.005895507,0.007940213,,,,,0.018566661,0.01887054,,,0.053249095,0.036505312,0.006312898,0.007757029,0.01454427,0.016191958,0.012025104,0.010880957,0.019239115,0.018106187,0.016630577,0.016669918,0.010237392,0.01023586,0.017761083,0.018621592,0.013063544,0.01240552,0.017825231,0.019194959,0.007537252,0.01038429,0.024783021,0.027484458,0.016042951,0.017164033,0.018020395,0.019336263,0.102262609,0.091300607,0.009564735,0.009639212,0.017182017,0.019640917,0.013107345,0.014419505,0.033853661,0.033474386
2821,Bluebunch Wheatgrass,21MVPS01621,1621,406,Millville,0.042283569,0.021142105,,,,,0.016354028,0.014303671,,,0.016381895,0.02110932,0.013308104,0.008400547,0.01647272,0.018898055,0.019235406,0.018224748,0.018659374,0.01647405,0.00700745,0.007086848,0.012348696,0.014906526,0.075767413,0.077538393,0.010568506,0.01034014,0.01678062,0.01579221,0.011960696,0.009081238,0.02357622,0.022284847,0.028976455,0.027211659,0.027497882,0.025496369,0.023925168,0.021524502,0.028146036,0.020776294,0.019167643,0.020291474,0.01628422,0.016019542,0.058711458,0.054474868
2822,Bluebunch Wheatgrass,21MVPS01622,1622,406,Millville,0.030303523,0.02274891,,,,,0.016184621,0.013431539,,,0.007453366,0.007426716,0.011334941,0.009272827,0.010752986,0.009526587,0.01165444,0.011863864,0.008036696,0.008618882,0.009757508,0.009411242,0.008684808,0.008692423,0.040469036,0.041642513,0.00870998,0.010030125,0.011362724,0.012408964,0.011175917,0.014282227,0.011211605,0.011415225,0.019696034,0.019970357,0.032025024,0.029599827,0.01365003,0.014123002,0.017834719,0.012444213,0.015910294,0.015556619,0.015233728,0.013144755,0.037142333,0.036087606
2823,Bluebunch Wheatgrass,21MVPS01623,1623,406,Millville,0.030011408,0.024500553,,,,,0.011305234,0.01051419,,,0.011112239,0.009514447,0.012922519,0.010506075,0.026342994,0.021058463,0.015555018,0.011027136,0.018025167,0.003020566,0.003052084,0.002178629,0.012461237,0.011827081,0.045984671,0.048156094,0.010579336,0.003854474,0.012480876,0.011693672,0.009393089,0.010424095,0.010791333,0.004409193,0.02010688,0.019389939,0.018596837,0.01553742,0.01814021,0.016867837,0.027331859,0.022141166,0.013798189,0.015275554,0.026447974,0.023934709,0.041428573,0.03760539
2824,Bluebunch Wheatgrass,21MVPS01624,1624,406,Millville,0.034335725,0.033757713,,,,,0.015895206,0.016622927,,,0.005705149,0.007297047,0.009542829,0.0096926,0.010833047,0.012426804,0.012816974,0.013763543,0.018854335,0.019922575,0.002762957,0.002762957,0.013889776,0.013954815,0.038863044,0.041629754,0.010328998,0.011201821,0.007119328,0.008547405,0.010125685,0.011619637,0.016128745,0.015568088,0.016021553,0.016336113,0.03057345,0.03023605,0.013070228,0.014765445,0.029865447,0.03009597,0.014759447,0.016169582,0.019457232,0.019112015,0.032439254,0.032340996
2825,Bluebunch Wheatgrass,23BCPS00355,355,89,BlueCreek,,,0.012650491,0.012800402,0.051730972,0.051387694,,,0.00468506,0.002615707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,Bluebunch Wheatgrass,21MVPS01625,1625,407,Millville,0.028677115,0.019874115,,,,,0.016585205,0.015620061,,,0.015149467,0.013000734,0.006743027,0.009554598,0.009088369,0.01117122,0.019764803,0.015726795,0.010307149,0.008713477,0.005720325,0.006456329,0.013311824,0.014652191,0.06683258,0.07010977,0.004406163,0.006372374,0.013064616,0.014633478,0.01078657,0.010100779,0.010362616,0.009335374,0.020519756,0.019121017,0.027509762,0.027189411,0.015598171,0.017415997,0.025003517,0.024350913,0.011340094,0.012693603,0.005633902,0.002642189,0.065539859,0.072687685
2827,Bluebunch Wheatgrass,21MVPS01626,1626,407,Millville,0.049659807,0.039560497,,,,,0.022882037,0.017681327,,,0.012023717,0.011464038,0.006228967,0.008079867,0.009599119,0.005973576,0.045451455,0.040920701,0.013760421,0.013523474,0.005742259,0.004557292,0.011692329,0.0136473,0.046772595,0.045925681,0.003459619,0.004949637,0.012788332,0.012703066,0.012575571,0.008102875,0.013378348,0.012504839,0.01970112,0.012588818,0.036758963,0.032738671,0.020129342,0.019832361,0.030458594,0.025150439,0.017031139,0.017718196,0.008016158,0.006966532,0.063264199,0.062531382
2828,Bluebunch Wheatgrass,21MVPS01627,1627,407,Millville,0.022613142,0.019145805,,,,,0.018339463,0.016850654,,,0.003896537,0.004032347,0.006522388,0.004438475,0.019457204,0.016782973,0.011384763,0.00808126,0.008968075,0.010892552,0.004816473,0.007259176,0.013225047,0.012872986,0.025927696,0.024529992,0.008882167,0.00880164,0.007739926,0.008421783,0.007778809,0.008583171,0.007869431,0.008681076,0.006636258,0.007647867,0.015732802,0.014487877,0.005086701,0.007423396,0.017318202,0.018394815,0.010927011,0.012262098,0.010406213,0.012560062,0.042750549,0.038910814
2829,Bluebunch Wheatgrass,21MVPS01628,1628,407,Millville,0.018878814,0.018657712,,,,,0.017279454,0.01799666,,,0.018459802,0.018639142,0.008337757,0.007446289,0.007495261,0.007812984,0.019860933,0.019310258,0.014179694,0.01437211,0.011494751,0.015014648,0.007518406,0.009014026,0.051384583,0.050095819,0.003904863,0.006523077,0.014601924,0.014814031,0.014023253,0.015064646,0.018093672,0.012768307,0.023065222,0.02344129,0.020158602,0.018025763,0.0314372,0.030670431,0.019668952,0.021452522,0.016370051,0.016396243,0.015313435,0.016824406,0.05624105,0.059814297
2830,Bluebunch Wheatgrass,21MVPS01629,1629,408,Millville,0.041884381,0.028094128,,,,,0.021106379,0.009935665,,,0.068597108,0.061581783,0.013673106,0.013759741,0.014033486,0.014424063,0.032349918,0.021316528,0.012089903,0.01164034,0.01554657,0.017274452,0.032374777,0.011757021,0.083883755,0.07871525,0.007937519,0.007005481,0.01711948,0.016940925,0.080442093,0.049762037,0.009735748,0.008093,0.038391281,0.022878839,0.047032941,0.044919785,0.06103747,0.046039142,0.032187026,0.024168614,0.014555439,0.012779397,0.014301256,0.014163609,0.0854287,0.079401724
2831,Bluebunch Wheatgrass,21MVPS01630,1630,408,Millville,0.043970834,0.032326523,,,,,0.014708233,0.014338192,,,0.040066183,0.018279769,0.011422626,0.012629958,0.015025485,0.015741302,0.04544488,0.050130527,0.016163159,0.017249722,0.015901551,0.01499726,0.023812404,0.021728631,0.074710511,0.073690057,0.01126316,0.010338141,0.021466915,0.016983993,0.091770463,0.085044868,0.016191242,0.018654393,0.026515076,0.01784456,0.0478081,0.047417015,0.040682387,0.027065046,0.038248908,0.028739326,0.016579196,0.014276535,0.017443318,0.02136532,0.07211455,0.063809931
2832,Bluebunch Wheatgrass,21MVPS01631,1631,408,Millville,0.026998203,0.018842151,,,,,0.001728795,0.002022396,,,0.015068294,0.012807245,0.009338445,0.011357076,0.011839124,0.014987316,0.031540059,0.030525837,0.013730618,0.013614647,0.008358465,0.00879755,0.007308926,0.006869854,0.05094447,0.052367289,0.008376965,0.009378032,0.0200841,0.019752143,0.047759268,0.046158355,0.014520897,0.013029162,0.011508528,0.010730311,0.03452418,0.031317167,0.021360628,0.018711152,0.028904375,0.028660079,0.020058891,0.019165365,0.008656094,0.006028278,0.050615489,0.054164357
